ID_Tweet,Fecha_UTC,Contenido_Texto,Retweets,Favoritos,Sentimiento,Puntuacion_Sentimiento
at://did:plc:mkdji6thcwhitsp3otr6mrwf/app.bsky.feed.post/3mnsje7vn4c2q,2026-06-08T20:26:46.909Z,🍎#Apple Fails to Dazzle With Long-Awaited Siri AI Announcement Here’s when we may look to revisit our rating as the shares fall under pressure. $AAPL #Siri #AppleIntelligence #SiriAI tsp-wa.azurewebsites.net/posts/apple-...,0,0,neutral,0.5712
at://did:plc:3h2ole6by5d5l6wz3ijrixz4/app.bsky.feed.post/3mnsilwbbr62s,2026-06-08T20:13:11.458Z,"JUST IN: Apple $AAPL falls 4.95% after unveiling its biggest AI update, 'Siri AI.' $230 billion was wiped out from its market cap.",0,1,negative,0.8217
at://did:plc:6lwfvmss45d7j7fot34v2kw5/app.bsky.feed.post/3mnsievxazc26,2026-06-08T20:09:16.290Z,I would let Apple Intelligence update my passwords ...if I had no self-respect and still gave $AAPL my money,0,3,negative,0.6363
at://did:plc:swiftpxgixkzdguftbd3l4vr/app.bsky.feed.post/3mnsgk4mona2h,2026-06-08T19:36:23.497839+00:00,"Apple is plunging after announcing their new AI-powered system named ""Siri AI"" $AAPL has lost ~$47,500,000,000 market capitalization today",0,0,negative,0.862
at://did:plc:2etirfyqqgrsbe7nibl4eyx3/app.bsky.feed.post/3mnsg7w6xwf2z,2026-06-08T19:30:40.375512Z,AAPL | Apple Inc. (NASDAQ): 🚨 ATH ALERT: AAPL hit new High: $317.38 (Prev: 316.92),0,0,positive,0.7395
at://did:plc:2j7yuilleggycr4ddg2tohnv/app.bsky.feed.post/3mnsfwjpxac2j,2026-06-08T19:25:26.222Z,$AAPL $GOOGL $NVDA Apple Executive at the WWDC Event: Apple worked with Google and Nvidia to bring its private cloud compute approach to Google infrastructure in Google Cloud - Via FJ,0,1,positive,0.6419
at://did:plc:43fdk46qa5gsokzygzildsaq/app.bsky.feed.post/3mnsfsc73xs25,2026-06-08T19:23:03.750019+00:00,Apple Executive at the WWDC Event: Apple worked with Google and Nvidia to bring its private cloud compute approach to Google infrastructure in Google Cloud $AAPL $NVDA $GOOGL,1,1,positive,0.7398
at://did:plc:2j7yuilleggycr4ddg2tohnv/app.bsky.feed.post/3mnsfs7nz7k2j,2026-06-08T19:23:01.454Z,$AAPL $GOOGL $NVDA Apple partners with Google and Nvidia to bring private cloud computing to Google Cloud: Apple executive at WWDC - Via FJ,0,0,positive,0.5666
at://did:plc:2j7yuilleggycr4ddg2tohnv/app.bsky.feed.post/3mnsfi6m4ks2j,2026-06-08T19:17:24.799Z,$AAPL $GOOGL Apple: It doesn't use models that Google deploys to users. - Via FJ,0,0,neutral,0.7951
at://did:plc:43fdk46qa5gsokzygzildsaq/app.bsky.feed.post/3mnsfd4sd5w2e,2026-06-08T19:14:34.753578+00:00,Apple: It doesn't use models that Google deploys to users. $AAPL $GOOGL,0,0,neutral,0.6978
at://did:plc:k43ha6nlknmdw4owymqnvcat/app.bsky.feed.post/3mnseot77su2q,2026-06-08T19:03:13.966572+00:00,Bluesky's Top 10 Trending Words (past 60min): 💨x1* - epstein 🔓 💨x1* - ukraine 🔓 💨x1* - democracy 🔓 💨x103 - h-1b 💨x81 - wwdc 💨x1* - gaza 🔓 💨x63 - peru 💨x55 - headers 💨x51 - fujimori 💨x50 - 1﹐815 *🔓 = Unlocked Emergency Words (see img) #йобанарусня 🇺🇦 (Something not right? Reply!),0,2,neutral,0.8917
at://did:plc:k5iah5gbk4zamgxr4fr7s2np/app.bsky.feed.post/3mnsemv2mvt24,2026-06-08T19:02:06.690129Z,"Crypto Fan (https://urlz.fr/vaKy) 08/06. (https://blockonomi.com/market-movers-today-intel-intc-foundry-news-micron-mu-rally-and-apple-aapl-wwdc-highlights/) - Market Movers Today: Intel (INTC) Foundry News, Micron (MU) Rally, and Apple (AAPL) WWDC Highlights",0,0,neutral,0.7905
at://did:plc:jvcndugvituxe7omqzbsi5rx/app.bsky.feed.post/3mnsdi2uh4k26,2026-06-08T18:41:33.394Z,"Bravo to 'The band' @ Apple. (And LOL, Wall Street, you really are rather predictable. $AAPL)",0,1,positive,0.8854
at://did:plc:mmk2ipc25u2lfjfkumxy67az/app.bsky.feed.post/3mnsczmwmtv2j,2026-06-08T18:33:28Z,"This tweet appeared under this Techmeme headline: Shay Boloor / @stocksavvyshay: $AAPL is making Messages more context-aware with Apple Intelligence. The app can now suggest actions like adding a photo, note or reminder based on the conversation you are having. [image]",0,0,neutral,0.7058
at://did:plc:2j7yuilleggycr4ddg2tohnv/app.bsky.feed.post/3mnsc2beddk2j,2026-06-08T18:15:56.703Z,$AAPL - Apple CEO Cook: New operating systems will be available this fall. - Via FJ,0,0,positive,0.578
at://did:plc:ikt6yfbz2g6sqqrqjwz2jdg7/app.bsky.feed.post/3mnsbzhpf2t2e,2026-06-08T18:15:28Z,$AAPL $QQQ Apple shows *one* micro-flaw after a decade of flawless plastic surgery. Analysts now scrambling to write its 27-page obituary. Because nothing says “dead stock” like a single hair out of place.,0,0,negative,0.5623
at://did:plc:43fdk46qa5gsokzygzildsaq/app.bsky.feed.post/3mnsby2hu3n2x,2026-06-08T18:14:42.009779+00:00,Apple CEO Cook: New operating systems will be available this fall. $AAPL,0,2,positive,0.7966
at://did:plc:ffhfzwr3igtwt4y7zdompvjv/app.bsky.feed.post/3mnsbvoh3hz2u,2026-06-08T18:13:22.426Z,#AAPL Apple Intelligence brings powerful AI capabilities into everyday experiences https://www.stocktitan.net/news/AAPL/apple-intelligence-brings-powerful-ai-capabilities-into-everyday-hyrzf87tggmt.html,0,0,positive,0.8119
at://did:plc:2j7yuilleggycr4ddg2tohnv/app.bsky.feed.post/3mnsbtdy4ys2j,2026-06-08T18:12:04.568Z,"$AAPL -- Apple: For customers, we'll be launching Siri ai and beta later this year - WWDC Event. Apple: Siri AI won’t initially launch in EU. - Via FJ",2,27,neutral,0.8256
at://did:plc:a5rghfiykhwp7r7awfoosdzr/app.bsky.feed.post/3mnsbr6v5zk2d,2026-06-08T18:10:52.112Z,lol you can see when Apple started talking about AI,0,1,neutral,0.6249
at://did:plc:43fdk46qa5gsokzygzildsaq/app.bsky.feed.post/3mnsbqsf77a26,2026-06-08T18:10:38.645844+00:00,"Apple: For customers, we'll be launching Siri ai and beta later this year - WWDC Event. $AAPL",0,0,positive,0.7358
at://did:plc:2j7yuilleggycr4ddg2tohnv/app.bsky.feed.post/3mnsbp6ck6s2j,2026-06-08T18:09:44.400Z,$AAPL - Apple: Siri AI Won't Be Accessible in China as Company Navigates Regulatory Challenges - WWDC Keynote - Via FJ,0,0,neutral,0.6417
